,move,know_acc,unk_pieces
0,0,0.5595238095238095,40
,move,know_acc,unk_pieces
0,2,0.5833333333333334,40
,move,know_acc,unk_pieces
0,4,0.5783132530120482,39
,move,know_acc,unk_pieces
0,6,0.6024096385542169,39
,move,know_acc,unk_pieces
0,8,0.6265060240963856,39
,move,know_acc,unk_pieces
0,10,0.6190476190476191,39
,move,know_acc,unk_pieces
0,12,0.6049382716049383,37
,move,know_acc,unk_pieces
0,14,0.620253164556962,36
,move,know_acc,unk_pieces
0,16,0.6153846153846154,35
,move,know_acc,unk_pieces
0,18,0.5769230769230769,35
,move,know_acc,unk_pieces
0,20,0.6052631578947368,34
,move,know_acc,unk_pieces
0,22,0.6447368421052632,34
,move,know_acc,unk_pieces
0,24,0.618421052631579,34
,move,know_acc,unk_pieces
0,26,0.6447368421052632,34
,move,know_acc,unk_pieces
0,28,0.5921052631578947,34
,move,know_acc,unk_pieces
0,30,0.6666666666666666,33
,move,know_acc,unk_pieces
0,32,0.6,33
,move,know_acc,unk_pieces
0,34,0.6266666666666667,33
,move,know_acc,unk_pieces
0,36,0.5945945945945946,32
,move,know_acc,unk_pieces
0,38,0.6081081081081081,32
,move,know_acc,unk_pieces
0,40,0.6621621621621622,32
,move,know_acc,unk_pieces
0,42,0.6216216216216216,32
,move,know_acc,unk_pieces
0,44,0.6351351351351351,32
,move,know_acc,unk_pieces
0,46,0.6351351351351351,32
,move,know_acc,unk_pieces
0,48,0.6756756756756757,32
,move,know_acc,unk_pieces
0,50,0.6216216216216216,32
,move,know_acc,unk_pieces
0,52,0.6486486486486487,32
,move,know_acc,unk_pieces
0,54,0.6216216216216216,32
,move,know_acc,unk_pieces
0,56,0.6351351351351351,32
,move,know_acc,unk_pieces
0,58,0.6712328767123288,31
,move,know_acc,unk_pieces
0,60,0.6388888888888888,30
,move,know_acc,unk_pieces
0,62,0.6527777777777778,30
,move,know_acc,unk_pieces
0,64,0.6527777777777778,30
,move,know_acc,unk_pieces
0,66,0.6197183098591549,29
,move,know_acc,unk_pieces
0,68,0.6197183098591549,29
,move,know_acc,unk_pieces
0,70,0.6338028169014085,29
,move,know_acc,unk_pieces
0,72,0.647887323943662,29
,move,know_acc,unk_pieces
0,74,0.6619718309859155,29
,move,know_acc,unk_pieces
0,76,0.6086956521739131,29
,move,know_acc,unk_pieces
0,78,0.6086956521739131,29
,move,know_acc,unk_pieces
0,80,0.6521739130434783,29
,move,know_acc,unk_pieces
0,82,0.6617647058823529,28
,move,know_acc,unk_pieces
0,84,0.6716417910447762,27
,move,know_acc,unk_pieces
0,86,0.6716417910447762,27
,move,know_acc,unk_pieces
0,88,0.6567164179104478,27
,move,know_acc,unk_pieces
0,90,0.6865671641791045,27
,move,know_acc,unk_pieces
0,92,0.6716417910447762,27
,move,know_acc,unk_pieces
0,94,0.6417910447761194,27
,move,know_acc,unk_pieces
0,96,0.676923076923077,26
,move,know_acc,unk_pieces
0,98,0.6461538461538462,26
,move,know_acc,unk_pieces
0,100,0.696969696969697,26
,move,know_acc,unk_pieces
0,102,0.6666666666666666,26
,move,know_acc,unk_pieces
0,104,0.7076923076923077,25
,move,know_acc,unk_pieces
0,106,0.746031746031746,24
,move,know_acc,unk_pieces
0,108,0.7142857142857143,24
,move,know_acc,unk_pieces
0,110,0.6825396825396826,24
,move,know_acc,unk_pieces
0,112,0.6825396825396826,24
,move,know_acc,unk_pieces
0,114,0.7258064516129032,23
,move,know_acc,unk_pieces
0,116,0.6885245901639344,22
,move,know_acc,unk_pieces
0,118,0.7704918032786885,22
,move,know_acc,unk_pieces
0,120,0.6885245901639344,22
,move,know_acc,unk_pieces
