,game_num,time_taken,moves,win
0,0,9,523,1.0
,game_num,time_taken,moves,win
0,1,14,677,1.0
,game_num,time_taken,moves,win
0,2,12,565,1.0
,game_num,time_taken,moves,win
0,3,12,1007,1.0
,game_num,time_taken,moves,win
0,4,10,767,1.0
,game_num,time_taken,moves,win
0,5,9,431,1.0
,game_num,time_taken,moves,win
0,6,9,569,1.0
,game_num,time_taken,moves,win
0,7,23,2487,1.0
,game_num,time_taken,moves,win
0,8,14,1263,1.0
,game_num,time_taken,moves,win
0,9,12,859,1.0
