player1,player2,game_num,time_taken,moves,nbr_of_prior,per_of_hit,win_1,win_2,pieces_1,pieces_2
rnad,asmodeus,7,7,392,0,0,0,1,2,15
rnad,asmodeus,8,1,154,0,0,0,1,15,29
rnad,asmodeus,9,6,364,0,0,0,1,6,18
rnad,asmodeus,10,8,410,0,0,0,1,2,16
rnad,asmodeus,11,8,448,0,0,0,1,3,15
rnad,asmodeus,12,1,100,0,0,0,1,20,31
rnad,asmodeus,13,4,280,0,0,0,1,3,22
rnad,asmodeus,14,7,346,0,0,0,1,6,21
rnad,asmodeus,15,6,332,0,0,0,1,6,20
rnad,asmodeus,16,6,366,0,0,0,1,3,19
rnad,asmodeus,17,4,248,0,0,0,1,4,23
rnad,asmodeus,18,5,450,0,0,0,1,5,10
rnad,asmodeus,19,7,364,0,0,0,1,5,18
rnad,asmodeus,20,6,468,0,0,0,1,2,13
rnad,asmodeus,21,8,420,0,0,0,1,1,15
rnad,asmodeus,22,7,408,0,0,0,1,4,18
rnad,asmodeus,23,1,144,0,0,0,1,21,29
rnad,asmodeus,24,6,440,0,0,0,1,3,10
rnad,asmodeus,25,8,440,0,0,0,1,1,15
rnad,asmodeus,26,5,324,0,0,0,1,5,20
rnad,asmodeus,27,7,326,0,0,0,1,5,18
rnad,asmodeus,28,8,416,0,0,0,1,4,12
rnad,asmodeus,29,0,20,0,0,0,1,33,37
rnad,asmodeus,30,4,266,0,0,0,1,11,21
rnad,asmodeus,31,0,50,0,0,0,1,26,35
rnad,asmodeus,32,7,372,0,0,0,1,2,17
rnad,asmodeus,33,4,344,0,0,0,1,9,13
rnad,asmodeus,34,5,288,0,0,0,1,5,20
rnad,asmodeus,35,7,378,0,0,0,1,3,16
rnad,asmodeus,36,7,438,0,0,0,1,2,14
rnad,asmodeus,37,4,288,0,0,0,1,7,21
rnad,asmodeus,38,7,478,0,0,0,1,2,19
rnad,asmodeus,39,9,456,0,0,0,1,3,15
rnad,asmodeus,40,6,392,0,0,0,1,4,13
rnad,asmodeus,41,5,276,0,0,0,1,4,23
rnad,asmodeus,42,5,334,0,0,0,1,5,16
rnad,asmodeus,43,5,310,0,0,0,1,3,20
rnad,asmodeus,44,8,440,0,0,0,1,4,18
rnad,asmodeus,45,3,282,0,0,0,1,5,21
rnad,asmodeus,46,5,304,0,0,0,1,6,19
rnad,asmodeus,47,6,406,0,0,0,1,2,19
rnad,asmodeus,48,4,276,0,0,0,1,5,23
rnad,asmodeus,49,5,270,0,0,0,1,5,23
rnad,asmodeus,50,5,329,0,0,0,100,0,0
rnad,hunter,0,9,468,0,0,0,1,7,28
rnad,hunter,1,5,302,0,0,0,1,7,30
rnad,hunter,2,6,324,0,0,0,1,7,28
rnad,hunter,3,6,304,0,0,0,1,7,29
rnad,hunter,4,12,552,0,0,0,1,7,26
rnad,hunter,5,11,684,0,0,0,1,6,28
rnad,hunter,6,9,522,0,0,0,1,8,26
rnad,hunter,7,4,350,0,0,0,1,7,23
rnad,hunter,8,5,264,0,0,0,1,7,31
rnad,hunter,9,7,432,0,0,0,1,7,33
rnad,hunter,10,2,146,0,0,0,1,7,36
rnad,hunter,11,3,180,0,0,0,1,7,32
rnad,hunter,12,5,264,0,0,0,1,7,30
rnad,hunter,13,3,192,0,0,0,1,7,32
rnad,hunter,14,10,560,0,0,0,1,7,24
rnad,hunter,15,11,570,0,0,0,1,7,29
rnad,hunter,16,2,164,0,0,0,1,9,31
rnad,hunter,17,16,750,0,0,0,1,7,28
rnad,hunter,18,3,230,0,0,0,1,7,34
rnad,hunter,19,7,373,0,0,1,0,8,26
rnad,hunter,20,6,380,0,0,0,1,6,28
rnad,hunter,21,6,482,0,0,0,1,5,26
rnad,hunter,22,3,226,0,0,0,1,7,31
rnad,hunter,23,7,612,0,0,0,1,9,27
rnad,hunter,24,3,204,0,0,0,1,7,31
rnad,hunter,25,5,252,0,0,0,1,7,28
rnad,hunter,26,3,178,0,0,0,1,7,37
rnad,hunter,27,3,182,0,0,0,1,8,34
rnad,hunter,28,4,387,0,0,1,0,8,27
rnad,hunter,29,4,318,0,0,0,1,7,31
rnad,hunter,30,6,296,0,0,0,1,7,28
rnad,hunter,31,3,210,0,0,0,1,7,32
rnad,hunter,32,4,206,0,0,0,1,7,33
rnad,hunter,33,5,304,0,0,0,1,7,31
rnad,hunter,34,12,536,0,0,0,1,7,23
rnad,hunter,35,4,234,0,0,0,1,8,30
rnad,hunter,36,6,344,0,0,0,1,7,31
rnad,hunter,37,6,390,0,0,0,1,7,29
rnad,hunter,38,5,354,0,0,0,1,7,27
rnad,hunter,39,4,464,0,0,0,1,9,32
rnad,hunter,40,7,412,0,0,0,1,7,28
rnad,hunter,41,6,370,0,0,0,1,7,32
rnad,hunter,42,4,230,0,0,0,1,7,29
rnad,hunter,43,4,284,0,0,0,1,8,30
rnad,hunter,44,3,296,0,0,0,1,9,33
rnad,hunter,45,3,266,0,0,0,1,9,30
rnad,hunter,46,7,464,0,0,0,1,6,28
rnad,hunter,47,4,238,0,0,0,1,8,31
rnad,hunter,48,12,716,0,0,0,1,4,24
rnad,hunter,49,7,328,0,0,0,1,7,30
rnad,hunter,50,5,355,0,0,4,96,0,0
rnad,mcts,0,313,310,0,0,0,1,7,27
rnad,mcts,1,218,214,0,0,0,1,7,27
rnad,mcts,2,314,298,0,0,0,1,12,24
rnad,mcts,3,299,288,0,0,0,1,14,26
rnad,mcts,4,360,318,0,0,0,1,21,31
rnad,mcts,5,323,324,0,0,0,1,7,24
rnad,mcts,6,461,488,0,0,0,1,7,24
rnad,mcts,7,506,486,0,0,0,1,11,27
rnad,mcts,8,574,602,0,0,0,1,3,22
rnad,mcts,9,271,258,0,0,0,1,7,24
rnad,mcts,10,1373,1426,0,0,0,1,6,19
rnad,mcts,11,144,132,0,0,0,1,17,31
rnad,mcts,12,462,468,0,0,0,1,9,20
rnad,mcts,13,676,670,0,0,0,1,7,17
rnad,mcts,14,462,448,0,0,0,1,19,18
rnad,mcts,15,716,744,0,0,0,1,8,16
rnad,mcts,16,512,484,0,0,0,1,9,23
rnad,mcts,17,807,828,0,0,0,1,8,21
rnad,mcts,18,310,298,0,0,0,1,12,23
rnad,mcts,19,400,376,0,0,0,1,10,24
rnad,mcts,20,757,794,0,0,0,1,7,22
rnad,mcts,21,533,578,0,0,0,1,7,20
rnad,mcts,22,331,320,0,0,0,1,10,25
rnad,mcts,23,131,124,0,0,0,1,19,30
rnad,mcts,24,305,280,0,0,0,1,14,28
rnad,mcts,25,347,346,0,0,0,1,13,24
rnad,mcts,26,364,344,0,0,0,1,16,23
rnad,mcts,27,423,440,0,0,0,1,7,19
rnad,mcts,28,529,498,0,0,0,1,14,22
rnad,mcts,29,280,274,0,0,0,1,13,27
rnad,mcts,30,433,426,0,0,0,1,8,24
rnad,mcts,31,774,826,0,0,0,1,5,23
rnad,mcts,32,61,54,0,0,0,1,30,36
rnad,mcts,33,452,466,0,0,0,1,6,22
rnad,mcts,34,636,674,0,0,0,1,9,18
rnad,mcts,35,348,346,0,0,0,1,8,25
rnad,mcts,36,691,680,0,0,0,1,11,18
rnad,mcts,37,311,304,0,0,0,1,11,23
rnad,mcts,38,536,528,0,0,0,1,11,22
rnad,mcts,39,469,492,0,0,0,1,7,20
rnad,mcts,40,347,340,0,0,0,1,12,23
rnad,mcts,41,193,176,0,0,0,1,20,31
rnad,mcts,42,144,126,0,0,0,1,23,35
rnad,mcts,43,165,148,0,0,0,1,17,29
rnad,mcts,44,331,340,0,0,0,1,8,24
rnad,mcts,45,441,472,0,0,0,1,7,25
rnad,mcts,46,224,208,0,0,0,1,12,28
rnad,mcts,47,308,314,0,0,0,1,9,25
rnad,mcts,48,455,470,0,0,0,1,5,22
rnad,mcts,49,856,926,0,0,0,1,7,16
rnad,mcts,50,433,435,0,0,0,100,0,0
mcts,custom,0,860,562,632426,46.775,0,1,8,18
mcts,custom,1,567,384,401376,44.085,0,1,3,13
mcts,custom,2,1848,1500,1691042,61.041,0,0,10,20
mcts,custom,3,497,306,328948,42.357,0,1,7,15
mcts,custom,4,886,652,730876,52.516,0,1,6,17
mcts,custom,5,784,606,683271,58.082,0,1,7,14
mcts,custom,6,420,247,272311,42.889,1,0,16,13
mcts,custom,7,717,440,496306,46.23,0,1,7,15
mcts,custom,8,312,174,190506,40.296,0,1,13,21
mcts,custom,9,606,386,373384,42.772,0,1,6,22
mcts,custom,10,623,364,379676,41.914,0,1,6,19
mcts,custom,11,777,536,600589,51.511,0,1,5,15
mcts,custom,12,1659,1500,1712898,81.089,0,0,8,20
mcts,custom,13,626,488,542415,57.292,0,1,7,17
mcts,custom,14,797,494,552809,45.114,0,1,5,21
mcts,custom,15,423,234,257785,38.982,0,1,12,20
mcts,custom,16,978,750,852025,62.331,0,1,7,15
mcts,custom,17,521,322,356621,43.42,0,1,5,17
mcts,custom,18,1068,863,972310,56.075,1,0,5,7
mcts,custom,19,285,156,176994,41.4,0,1,13,25
mcts,custom,20,449,304,333219,48.557,0,1,7,16
mcts,custom,21,769,486,543628,45.924,0,1,6,14
mcts,custom,22,489,317,350772,44.97,1,0,10,10
mcts,custom,23,646,428,471115,49.241,0,1,3,14
mcts,custom,24,727,512,554691,53.586,0,1,3,14
mcts,custom,25,495,286,322209,43.828,0,1,7,16
mcts,custom,26,549,367,400279,48.859,1,0,8,15
mcts,custom,27,626,358,396617,40.078,0,1,9,18
mcts,custom,28,761,442,490910,40.031,0,1,6,18
mcts,custom,29,609,382,413684,43.478,0,1,7,17
mcts,custom,30,630,390,437669,40.828,0,1,6,12
mcts,custom,31,457,288,325057,43.596,0,1,10,12
mcts,custom,32,631,444,483719,53.254,0,1,6,16
mcts,custom,33,745,484,540154,46.452,0,1,7,19
mcts,custom,34,626,357,399643,40.832,1,0,13,14
mcts,custom,35,974,606,656873,45.591,0,1,7,11
mcts,custom,36,505,302,335779,42.117,0,1,8,16
mcts,custom,37,558,376,419495,47.718,0,1,6,9
mcts,custom,38,349,206,231233,40.489,0,1,10,18
mcts,custom,39,647,388,431656,45.129,0,1,6,18
mcts,custom,40,749,488,540464,49.062,0,1,3,19
mcts,custom,41,673,486,544404,53.303,0,1,8,13
mcts,custom,42,524,305,333205,39.83,1,0,10,14
mcts,custom,43,550,336,374100,42.04,0,1,7,17
mcts,custom,44,619,344,390590,37.905,0,1,9,20
mcts,custom,45,517,302,335274,41.422,0,1,7,20
mcts,custom,46,575,394,421470,50.152,0,1,5,20
mcts,custom,47,742,464,488996,46.187,0,1,6,24
mcts,custom,48,382,238,263034,41.566,0,1,4,25
mcts,custom,49,509,302,329488,41.909,0,1,7,17
mcts,custom,50,666,446,0,0,12,84,0,0
mcts,asmodeus,0,351,352,0,0,0,1,6,17
mcts,asmodeus,1,276,267,0,0,1,0,12,10
mcts,asmodeus,2,347,342,0,0,0,1,8,8
mcts,asmodeus,3,290,272,0,0,0,1,13,15
mcts,asmodeus,4,135,121,0,0,1,0,25,20
mcts,asmodeus,5,55,43,0,0,1,0,36,28
mcts,asmodeus,6,358,365,0,0,1,0,10,7
mcts,asmodeus,7,463,475,0,0,1,0,5,8
mcts,asmodeus,8,81,69,0,0,1,0,33,24
mcts,asmodeus,9,39,32,0,0,0,1,31,37
mcts,asmodeus,10,318,301,0,0,1,0,15,14
mcts,asmodeus,11,386,393,0,0,1,0,9,5
mcts,asmodeus,12,280,263,0,0,1,0,19,15
mcts,asmodeus,13,384,399,0,0,1,0,10,8
mcts,asmodeus,14,444,462,0,0,0,1,5,12
mcts,asmodeus,15,116,99,0,0,1,0,26,20
mcts,asmodeus,16,185,171,0,0,1,0,20,18
mcts,asmodeus,17,364,370,0,0,0,1,4,11
mcts,asmodeus,18,449,469,0,0,1,0,8,8
mcts,asmodeus,19,340,360,0,0,0,1,5,15
mcts,asmodeus,20,283,262,0,0,0,1,14,18
mcts,asmodeus,21,378,414,0,0,0,1,2,7
mcts,asmodeus,22,449,486,0,0,0,1,3,11
mcts,asmodeus,23,214,194,0,0,0,1,19,15
mcts,asmodeus,24,279,267,0,0,1,0,17,16
mcts,asmodeus,25,262,263,0,0,1,0,13,8
mcts,asmodeus,26,318,317,0,0,1,0,13,7
mcts,asmodeus,27,171,152,0,0,0,1,21,21
mcts,asmodeus,28,84,69,0,0,1,0,31,26
mcts,asmodeus,29,400,394,0,0,0,1,8,12
mcts,asmodeus,30,375,369,0,0,1,0,14,9
mcts,asmodeus,31,477,494,0,0,0,1,3,12
mcts,asmodeus,32,190,170,0,0,0,1,21,21
mcts,asmodeus,33,346,349,0,0,1,0,11,10
mcts,asmodeus,34,885,1500,0,0,0,0,3,8
mcts,asmodeus,35,432,443,0,0,1,0,9,6
mcts,asmodeus,36,234,208,0,0,0,1,18,23
mcts,asmodeus,37,702,824,0,0,0,1,4,9
mcts,asmodeus,38,285,275,0,0,1,0,24,7
mcts,asmodeus,39,281,263,0,0,1,0,16,17
mcts,asmodeus,40,107,89,0,0,1,0,32,19
mcts,asmodeus,41,371,380,0,0,0,1,9,9
mcts,asmodeus,42,185,163,0,0,1,0,25,18
mcts,asmodeus,43,372,392,0,0,0,1,4,11
mcts,asmodeus,44,230,207,0,0,1,0,18,20
mcts,asmodeus,45,408,445,0,0,1,0,4,7
mcts,asmodeus,46,105,88,0,0,0,1,23,30
mcts,asmodeus,47,276,253,0,0,1,0,14,18
mcts,asmodeus,48,904,1500,0,0,0,0,7,10
mcts,asmodeus,49,653,751,0,0,1,0,8,6
mcts,asmodeus,50,326,352,0,0,56,40,0,0
mcts,hunter,0,371,362,0,0,0,1,7,22
mcts,hunter,1,321,306,0,0,0,1,7,21
mcts,hunter,2,402,383,0,0,1,0,14,16
mcts,hunter,3,372,354,0,0,0,1,8,24
mcts,hunter,4,492,475,0,0,1,0,9,11
mcts,hunter,5,342,344,0,0,0,1,7,28
mcts,hunter,6,273,254,0,0,0,1,7,29
mcts,hunter,7,287,284,0,0,0,1,7,22
mcts,hunter,8,659,685,0,0,1,0,9,14
mcts,hunter,9,138,117,0,0,1,0,26,27
mcts,hunter,10,42,33,0,0,1,0,37,31
mcts,hunter,11,283,270,0,0,0,1,7,24
mcts,hunter,12,107,89,0,0,1,0,30,28
mcts,hunter,13,261,240,0,0,0,1,7,32
mcts,hunter,14,292,282,0,0,0,1,8,19
mcts,hunter,15,344,360,0,0,0,1,7,18
mcts,hunter,16,285,264,0,0,0,1,15,21
mcts,hunter,17,145,127,0,0,1,0,28,21
mcts,hunter,18,1311,1500,0,0,0,0,8,18
mcts,hunter,19,450,468,0,0,0,1,6,19
mcts,hunter,20,294,280,0,0,0,1,7,27
mcts,hunter,21,380,381,0,0,1,0,10,22
mcts,hunter,22,332,312,0,0,0,1,7,26
mcts,hunter,23,306,298,0,0,0,1,9,29
mcts,hunter,24,271,245,0,0,1,0,13,22
mcts,hunter,25,172,148,0,0,0,1,18,29
mcts,hunter,26,400,368,0,0,0,1,14,25
mcts,hunter,27,273,266,0,0,0,1,9,25
mcts,hunter,28,227,206,0,0,0,1,7,30
mcts,hunter,29,713,906,0,0,0,1,6,20
mcts,hunter,30,357,350,0,0,0,1,7,25
mcts,hunter,31,273,248,0,0,0,1,8,25
mcts,hunter,32,335,326,0,0,0,1,7,21
mcts,hunter,33,291,272,0,0,0,1,7,22
mcts,hunter,34,296,276,0,0,0,1,7,20
mcts,hunter,35,359,340,0,0,0,1,7,25
mcts,hunter,36,239,213,0,0,1,0,12,22
mcts,hunter,37,295,278,0,0,0,1,7,28
mcts,hunter,38,264,252,0,0,0,1,7,25
mcts,hunter,39,344,320,0,0,0,1,10,25
mcts,hunter,40,755,813,0,0,1,0,8,8
mcts,hunter,41,352,336,0,0,0,1,7,26
mcts,hunter,42,127,107,0,0,1,0,28,25
mcts,hunter,43,42,33,0,0,1,0,37,34
mcts,hunter,44,468,463,0,0,1,0,8,13
mcts,hunter,45,249,230,0,0,0,1,7,28
mcts,hunter,46,301,296,0,0,0,1,7,19
mcts,hunter,47,212,190,0,0,0,1,12,25
mcts,hunter,48,248,238,0,0,0,1,7,28
mcts,hunter,49,271,243,0,0,1,0,23,20
mcts,hunter,50,332,328,0,0,30,68,0,0
mcts,rnad,0,632,593,0,0,1,0,24,13
mcts,rnad,1,355,311,0,0,1,0,25,19
mcts,rnad,2,297,265,0,0,1,0,28,15
mcts,rnad,3,88,77,0,0,1,0,34,26
mcts,rnad,4,164,139,0,0,1,0,33,18
mcts,rnad,5,345,325,0,0,1,0,25,7
mcts,rnad,6,591,583,0,0,1,0,23,4
mcts,rnad,7,697,713,0,0,1,0,21,7
mcts,rnad,8,595,547,0,0,1,0,25,11
mcts,rnad,9,808,821,0,0,1,0,21,10
mcts,rnad,10,18,15,0,0,1,0,40,35
mcts,rnad,11,456,405,0,0,1,0,30,12
mcts,rnad,12,605,583,0,0,1,0,22,12
mcts,rnad,13,780,793,0,0,1,0,20,7
mcts,rnad,14,551,545,0,0,1,0,19,6
mcts,rnad,15,398,383,0,0,1,0,27,8
mcts,rnad,16,229,201,0,0,1,0,29,19
mcts,rnad,17,500,501,0,0,1,0,21,6
mcts,rnad,18,359,351,0,0,1,0,22,9
mcts,rnad,19,476,445,0,0,1,0,23,13
mcts,rnad,20,482,447,0,0,1,0,26,8
mcts,rnad,21,934,947,0,0,1,0,16,5
mcts,rnad,22,404,363,0,0,1,0,27,18
mcts,rnad,23,430,425,0,0,1,0,21,7
mcts,rnad,24,278,271,0,0,1,0,26,7
mcts,rnad,25,335,315,0,0,1,0,24,7
mcts,rnad,26,272,243,0,0,1,0,30,19
mcts,rnad,27,485,459,0,0,1,0,21,12
mcts,rnad,28,708,707,0,0,1,0,24,7
mcts,rnad,29,322,297,0,0,1,0,28,7
mcts,rnad,30,593,589,0,0,1,0,21,7
mcts,rnad,31,516,495,0,0,1,0,23,5
mcts,rnad,32,590,591,0,0,1,0,19,7
mcts,rnad,33,312,299,0,0,1,0,25,7
mcts,rnad,34,392,359,0,0,1,0,24,13
mcts,rnad,35,271,245,0,0,1,0,26,16
mcts,rnad,36,446,433,0,0,1,0,23,7
mcts,rnad,37,283,249,0,0,1,0,28,16
mcts,rnad,38,355,343,0,0,1,0,27,7
mcts,rnad,39,397,409,0,0,1,0,21,6
mcts,rnad,40,364,319,0,0,1,0,26,15
mcts,rnad,41,562,553,0,0,1,0,19,9
mcts,rnad,42,501,477,0,0,1,0,25,7
mcts,rnad,43,290,259,0,0,1,0,26,19
mcts,rnad,44,65,53,0,0,1,0,34,27
mcts,rnad,45,445,427,0,0,1,0,26,7
mcts,rnad,46,410,391,0,0,1,0,23,7
mcts,rnad,47,302,293,0,0,1,0,24,10
mcts,rnad,48,467,449,0,0,1,0,24,11
mcts,rnad,49,616,595,0,0,1,0,20,11
mcts,rnad,50,435,417,0,0,100,0,0,0
